Resource,Zone,New_Build,Can_Retire,Existing_Cap_MW,region,technology,cluster,Cap_Size,minimum_load_mw,Heat_Rate_MMBTU_per_MWh,Fixed_OM_Cost_per_MWyr,num_units,heat_rate_mmbtu_mwh_std,capacity_factor,unmodified_cap_size,Num_VRE_Bins,cost_case,tech_detail,basis_year,capex_mw,Inv_Cost_per_MWyr,Max_Cap_MW,regional_cost_multiplier,area,lcoe,interconnect_annuity,interconnect_capex_mw,m_popden,plant_inv_cost_mwyr,variable_CF,gen_energy_source,gen_forced_outage_rate,gen_type
ISONE_offshorewind_class3_conservative_fixed_0_1,3,1,1,0.0,ISONE,OffShoreWind_Class3_Conservative_fixed_0,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,362624.0,25020.3,1.0,0.0,74.287,94413.809,1524866.929,0.0,268211.0,0.5514326095581055,Wind,0.05,Wind
KY3_landbasedwind_class3_moderate_0,4,1,1,0.0,KY3,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,107300.0,1552.5,0.955,7859.0,33.034,9996.883,164133.193,5.158,97304.0,0.4071424603462219,Wind,0.05,Wind
KY3_landbasedwind_class3_moderate_1,4,1,1,0.0,KY3,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,109779.0,1509.3,0.955,6104.0,38.609,12475.036,204820.591,4.15,97304.0,0.3570348918437958,Wind,0.05,Wind
KY3_utilitypv_class1_moderate_0,4,1,1,0.0,KY3,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,50196.75,58434.4,0.963,12719.897,30.326,8771.838,144019.862,7.388,58158.0,0.2503494620323181,Solar,0.0,Solar
KY3_utilitypv_class1_moderate_1,4,1,1,0.0,KY3,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,57063.75,58334.6,0.963,10957.126,33.719,17927.973,294349.295,5.997,58158.0,0.2494845390319824,Solar,0.0,Solar
KY4_landbasedwind_class3_moderate_0,5,1,1,0.0,KY4,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,116179.0,355.4,0.955,1315.5,37.82,18875.703,309909.539,4.043,97304.0,0.3794342875480652,Wind,0.05,Wind
KY4_landbasedwind_class3_moderate_1,5,1,1,0.0,KY4,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,117152.0,350.8,0.955,1431.25,49.31,19848.14,325875.438,4.153,97304.0,0.3042139410972595,Wind,0.05,Wind
KY4_utilitypv_class1_moderate_0,5,1,1,0.0,KY4,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,59016.75,13581.9,0.963,2862.506,35.057,20531.159,337089.534,7.067,58158.0,0.2402033507823944,Solar,0.0,Solar
KY4_utilitypv_class1_moderate_1,5,1,1,0.0,KY4,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,68049.0,13467.2,0.963,3744.018,39.093,32574.842,534827.994,10.244,58158.0,0.2333461493253708,Solar,0.0,Solar
MD1_landbasedwind_class3_moderate_0,6,1,1,0.0,MD1,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,134752.0,29.5,1.266,172.5,30.384,5785.577,94990.128,7.235,128967.0,0.496922492980957,Wind,0.05,Wind
MD1_landbasedwind_class3_moderate_1,6,1,1,0.0,MD1,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,140010.0,13.0,1.266,96.0,43.108,11043.327,181314.16,8.456,128967.0,0.3403474390506744,Wind,0.05,Wind
MD1_utilitypv_class1_moderate_0,6,1,1,0.0,MD1,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,51337.5,4016.1,1.038,1561.292,30.281,5800.15,95229.402,16.028,62650.0,0.221320703625679,Solar,0.0,Solar
MD1_utilitypv_class1_moderate_1,6,1,1,0.0,MD1,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,55797.75,3992.3,1.038,1499.552,33.156,11747.268,192871.772,15.37,62650.0,0.22333325445652,Solar,0.0,Solar
MD2_landbasedwind_class3_moderate_0,7,1,1,0.0,MD2,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,139298.0,10.3,1.266,76.5,44.077,10331.486,169626.843,6.99,128967.0,0.3615413904190063,Wind,0.05,Wind
MD2_utilitypv_class1_moderate_0,7,1,1,0.0,MD2,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,52605.75,4966.8,1.038,2263.904,31.478,7491.091,122992.0,19.622,62650.0,0.2240261286497116,Solar,0.0,Solar
MD2_utilitypv_class1_moderate_1,7,1,1,0.0,MD2,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,57462.0,4896.9,1.038,2150.287,33.877,13966.526,229308.524,18.716,62650.0,0.2248812764883041,Solar,0.0,Solar
MD2_offshorewind_class3_conservative_fixed_1_1,7,1,1,0.0,MD2,OffShoreWind_Class3_Conservative_fixed_1,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,354179.0,240.0,1.0,0.0,81.498,85968.118,1386824.433,0.0,268211.0,0.508624792098999,Wind,0.05,Wind
MD2_offshorewind_class3_conservative_fixed_0_1,7,1,1,0.0,MD2,OffShoreWind_Class3_Conservative_fixed_0,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,354179.0,240.0,1.0,0.0,81.498,85968.118,1386824.433,0.0,268211.0,0.508624792098999,Wind,0.05,Wind
MI_landbasedwind_class3_moderate_0,8,1,1,0.0,MI,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,130333.0,3008.5,1.144,15145.5,31.528,13799.23,226561.788,5.263,116534.0,0.4858593940734863,Wind,0.05,Wind
MI_landbasedwind_class3_moderate_1,8,1,1,0.0,MI,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,147169.0,2995.8,1.144,10197.75,36.942,30635.756,502992.269,3.459,116534.0,0.4594048261642456,Wind,0.05,Wind
MI_utilitypv_class1_moderate_0,8,1,1,0.0,MI,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,54336.0,131980.3,1.008,34193.025,32.085,11613.46,190674.864,9.244,60835.0,0.2367896884679794,Solar,0.0,Solar
MI_utilitypv_class1_moderate_1,8,1,1,0.0,MI,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,67090.5,131973.7,1.008,23092.498,38.356,28619.509,469888.978,5.282,60835.0,0.2287293821573257,Solar,0.0,Solar
MI_offshorewind_class3_conservative_fixed_1_1,8,1,1,0.0,MI,OffShoreWind_Class3_Conservative_fixed_1,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,398692.0,25007.5,1.197,0.0,85.795,77538.958,1251245.993,0.0,321154.0,0.4942925274372101,Wind,0.05,Wind
MI_offshorewind_class3_conservative_fixed_0_1,8,1,1,0.0,MI,OffShoreWind_Class3_Conservative_fixed_0,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,398692.0,25007.5,1.197,0.0,85.795,77538.958,1251245.993,0.0,321154.0,0.4942925274372101,Wind,0.05,Wind
MISC_landbasedwind_class3_moderate_0,9,1,1,0.0,MISC,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,107888.0,91455.4,0.955,140299.0,26.407,10584.696,173784.156,1.512,97304.0,0.514390230178833,Wind,0.05,Wind
MISC_landbasedwind_class3_moderate_1,9,1,1,0.0,MISC,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,113209.0,91406.7,0.955,175163.75,31.456,15905.697,261146.687,1.939,97304.0,0.4554655849933624,Wind,0.05,Wind
MISC_utilitypv_class1_moderate_0,9,1,1,0.0,MISC,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,51354.75,1586201.7,0.99,215635.209,29.823,8681.59,142538.131,3.053,59792.0,0.2427902072668075,Solar,0.0,Solar
MISC_utilitypv_class1_moderate_1,9,1,1,0.0,MISC,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,57423.0,1586037.9,0.99,205609.676,33.293,16772.688,275381.32,2.764,59792.0,0.2394725084304809,Solar,0.0,Solar
MISC_offshorewind_class3_conservative_fixed_1_1,9,1,1,0.0,MISC,OffShoreWind_Class3_Conservative_fixed_1,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,347617.0,25024.9,1.0,0.0,83.178,79406.398,1283194.66,0.0,268211.0,0.5147083401679993,Wind,0.05,Wind
MISC_offshorewind_class3_conservative_fixed_0_1,9,1,1,0.0,MISC,OffShoreWind_Class3_Conservative_fixed_0,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,347617.0,25024.9,1.0,0.0,83.178,79406.398,1283194.66,0.0,268211.0,0.5147083401679993,Wind,0.05,Wind
NJ1_landbasedwind_class3_moderate_0,10,1,1,0.0,NJ1,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,155187.0,1375.2,1.266,3288.25,39.701,26220.347,430497.106,2.547,128967.0,0.476513922214508,Wind,0.05,Wind
NJ1_landbasedwind_class3_moderate_1,10,1,1,0.0,NJ1,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,164988.0,1351.4,1.266,4315.75,53.758,36021.088,591409.95,3.196,128967.0,0.3882547616958618,Wind,0.05,Wind
NJ1_utilitypv_class1_moderate_0,10,1,1,0.0,NJ1,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,63822.75,50471.6,1.038,10707.297,37.053,22447.177,368547.559,7.045,62650.0,0.2446425557136535,Solar,0.0,Solar
NJ1_utilitypv_class1_moderate_1,10,1,1,0.0,NJ1,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,74689.5,50281.3,1.038,8301.682,41.884,36936.49,606439.441,4.913,62650.0,0.2486916333436966,Solar,0.0,Solar
NJ1_offshorewind_class3_conservative_fixed_1_1,10,1,1,0.0,NJ1,OffShoreWind_Class3_Conservative_fixed_1,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,339385.0,25065.7,1.0,0.0,76.86,71174.94,1148183.166,0.0,268211.0,0.5151709318161011,Wind,0.05,Wind
NJ1_offshorewind_class3_conservative_fixed_0_1,10,1,1,0.0,NJ1,OffShoreWind_Class3_Conservative_fixed_0,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,339385.0,25065.7,1.0,0.0,76.86,71174.94,1148183.166,0.0,268211.0,0.5151709318161011,Wind,0.05,Wind
NY1_landbasedwind_class3_moderate_0,11,1,1,0.0,NY1,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,174769.0,5871.6,1.544,18504.5,36.985,17460.365,286671.992,3.222,157309.0,0.4944940209388733,Wind,0.05,Wind
NY1_landbasedwind_class3_moderate_1,11,1,1,0.0,NY1,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,199428.0,5844.4,1.544,13685.5,49.993,42119.755,691551.036,2.192,157309.0,0.4254437386989593,Wind,0.05,Wind
NY1_utilitypv_class1_moderate_0,11,1,1,0.0,NY1,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,56110.5,134546.5,1.008,29630.609,34.022,13979.985,229529.499,7.448,60835.0,0.2244980484247207,Solar,0.0,Solar
NY1_utilitypv_class1_moderate_1,11,1,1,0.0,NY1,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,71670.0,134533.7,1.008,21091.04,41.745,34725.922,570149.644,4.276,60835.0,0.2311879992485046,Solar,0.0,Solar
NY1_offshorewind_class3_conservative_fixed_1_1,11,1,1,0.0,NY1,OffShoreWind_Class3_Conservative_fixed_1,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,397033.0,25028.3,1.22,0.0,103.035,69871.148,1127150.578,0.0,327162.0,0.4689240455627441,Wind,0.05,Wind
NY1_offshorewind_class3_conservative_fixed_0_1,11,1,1,0.0,NY1,OffShoreWind_Class3_Conservative_fixed_0,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,397033.0,25028.3,1.22,0.0,103.035,69871.148,1127150.578,0.0,327162.0,0.4689240455627441,Wind,0.05,Wind
NY2_utilitypv_class1_moderate_0,12,1,1,0.0,NY2,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,71460.75,4.5,1.197,5.0,40.457,23014.528,377862.56,45.2,72267.0,0.2411855459213256,Solar,0.0,Solar
NY2_offshorewind_class3_conservative_fixed_1_1,12,1,1,0.0,NY2,OffShoreWind_Class3_Conservative_fixed_1,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,363864.0,25015.5,1.006,0.0,86.589,94077.369,1517641.617,0.0,269787.0,0.5512744784355164,Wind,0.05,Wind
NY2_offshorewind_class3_conservative_fixed_0_1,12,1,1,0.0,NY2,OffShoreWind_Class3_Conservative_fixed_0,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,363864.0,25015.5,1.006,0.0,86.589,94077.369,1517641.617,0.0,269787.0,0.5512744784355164,Wind,0.05,Wind
OH1_landbasedwind_class3_moderate_0,13,1,1,0.0,OH1,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,103031.0,510.4,0.955,2761.0,27.973,5727.093,94029.909,5.768,97304.0,0.4647408127784729,Wind,0.05,Wind
OH1_landbasedwind_class3_moderate_1,13,1,1,0.0,OH1,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,114462.0,504.8,0.955,2271.5,35.441,17158.114,281709.401,4.45,97304.0,0.4234724640846252,Wind,0.05,Wind
OH1_utilitypv_class1_moderate_0,13,1,1,0.0,OH1,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,50538.75,28229.1,0.98,8625.73,30.925,8229.726,135119.24,11.549,59156.0,0.2387780845165252,Solar,0.0,Solar
OH1_utilitypv_class1_moderate_1,13,1,1,0.0,OH1,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,57675.75,28010.4,0.98,6572.978,34.776,17745.343,291350.799,8.03,59156.0,0.2386429160833358,Solar,0.0,Solar
OH1_offshorewind_class3_conservative_fixed_1_1,13,1,1,0.0,OH1,OffShoreWind_Class3_Conservative_fixed_1,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,326594.0,25078.8,1.0,0.0,78.534,58383.97,941841.199,0.0,268211.0,0.4678328335285187,Wind,0.05,Wind
OH1_offshorewind_class3_conservative_fixed_0_1,13,1,1,0.0,OH1,OffShoreWind_Class3_Conservative_fixed_0,1,1.0,0.0,0.0,88699,0.0,0.0,0.0,0.0,1,Conservative,Class3,2040.5,3299928.262,326594.0,25078.8,1.0,0.0,78.534,58383.97,941841.199,0.0,268211.0,0.4678328335285187,Wind,0.05,Wind
OH2_landbasedwind_class3_moderate_0,14,1,1,0.0,OH2,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,105014.0,1966.7,0.955,10443.5,29.86,7710.22,126589.766,5.372,97304.0,0.4435969591140747,Wind,0.05,Wind
OH2_landbasedwind_class3_moderate_1,14,1,1,0.0,OH2,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,112566.0,1949.7,0.955,7504.25,37.144,15262.761,250590.675,3.884,97304.0,0.3762263655662536,Wind,0.05,Wind
OH2_utilitypv_class1_moderate_0,14,1,1,0.0,OH2,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,50473.5,67017.9,0.98,15343.341,30.538,8142.169,133681.689,7.897,59156.0,0.2437788397073745,Solar,0.0,Solar
OH2_utilitypv_class1_moderate_1,14,1,1,0.0,OH2,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,56970.75,66899.8,0.98,11735.958,33.721,16805.36,275917.739,5.365,59156.0,0.2397738844156265,Solar,0.0,Solar
OH3_landbasedwind_class3_moderate_0,15,1,1,0.0,OH3,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,104536.0,314.3,0.955,1548.5,28.372,7232.574,118747.567,5.307,97304.0,0.4641190469264984,Wind,0.05,Wind
OH3_landbasedwind_class3_moderate_1,15,1,1,0.0,OH3,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,106170.0,308.5,0.955,1360.5,30.036,8866.572,145575.262,4.55,97304.0,0.4444541335105896,Wind,0.05,Wind
OH3_utilitypv_class1_moderate_0,15,1,1,0.0,OH3,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,49317.0,27847.3,0.98,6194.116,29.598,6600.667,108372.642,7.533,59156.0,0.2320495992898941,Solar,0.0,Solar
OH3_utilitypv_class1_moderate_1,15,1,1,0.0,OH3,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,52521.75,27752.0,0.98,5155.521,31.076,10873.139,178519.944,5.909,59156.0,0.2306104302406311,Solar,0.0,Solar
OH4_landbasedwind_class3_moderate_0,16,1,1,0.0,OH4,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,110976.0,727.6,0.955,3661.25,33.229,13672.553,224481.95,5.063,97304.0,0.4161027073860168,Wind,0.05,Wind
OH4_landbasedwind_class3_moderate_1,16,1,1,0.0,OH4,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,113727.0,723.8,0.955,3160.0,38.994,16423.399,269646.545,4.52,97304.0,0.3649229705333709,Wind,0.05,Wind
OH4_utilitypv_class1_moderate_0,16,1,1,0.0,OH4,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,52264.5,35330.1,0.98,8640.942,31.124,10530.51,172894.515,8.633,59156.0,0.2339533865451812,Solar,0.0,Solar
OH4_utilitypv_class1_moderate_1,16,1,1,0.0,OH4,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,58705.5,35260.9,0.98,6299.247,33.984,19118.68,313898.843,5.686,59156.0,0.2333433181047439,Solar,0.0,Solar
PA1_landbasedwind_class3_moderate_0,17,1,1,0.0,PA1,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,144107.0,1122.3,1.266,4139.25,33.7,15140.291,248579.914,4.023,128967.0,0.4518603682518005,Wind,0.05,Wind
PA1_landbasedwind_class3_moderate_1,17,1,1,0.0,PA1,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,146187.0,1113.0,1.266,3833.0,42.68,17220.6,282735.33,3.478,128967.0,0.3935662508010864,Wind,0.05,Wind
PA1_utilitypv_class1_moderate_0,17,1,1,0.0,PA1,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,54936.75,49508.8,1.038,13059.131,32.431,10599.135,174021.223,9.513,62650.0,0.2360402345657348,Solar,0.0,Solar
PA1_utilitypv_class1_moderate_1,17,1,1,0.0,PA1,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,60796.5,49475.9,1.038,8707.488,35.655,18412.545,302305.207,4.936,62650.0,0.234305128455162,Solar,0.0,Solar
PA2_landbasedwind_class3_moderate_0,18,1,1,0.0,PA2,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,142348.0,5305.5,1.266,4778.75,31.091,13381.344,219700.752,0.583,128967.0,0.5024567246437073,Wind,0.05,Wind
PA2_landbasedwind_class3_moderate_1,18,1,1,0.0,PA2,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,145682.0,5199.0,1.266,10043.0,42.182,16715.682,274445.378,1.845,128967.0,0.4020200371742248,Wind,0.05,Wind
PA2_utilitypv_class1_moderate_0,18,1,1,0.0,PA2,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,54987.75,76361.2,1.038,11707.16,32.912,10667.113,175137.317,3.246,62650.0,0.2224422544240951,Solar,0.0,Solar
PA2_utilitypv_class1_moderate_1,18,1,1,0.0,PA2,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,64035.0,76245.6,1.038,12011.172,37.347,22730.148,373193.504,3.773,62650.0,0.2220326215028762,Solar,0.0,Solar
PA3_landbasedwind_class3_moderate_0,19,1,1,0.0,PA3,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,141256.0,517.5,1.266,1447.0,32.797,12289.129,201768.3,2.891,128967.0,0.4552192986011505,Wind,0.05,Wind
PA3_landbasedwind_class3_moderate_1,19,1,1,0.0,PA3,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,142326.0,504.6,1.266,1766.75,43.846,13359.058,219334.861,3.723,128967.0,0.3390972912311554,Wind,0.05,Wind
PA3_utilitypv_class1_moderate_0,19,1,1,0.0,PA3,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,53940.0,16232.0,1.038,3045.457,31.602,9270.33,152204.329,5.897,62650.0,0.2225508242845535,Solar,0.0,Solar
PA3_utilitypv_class1_moderate_1,19,1,1,0.0,PA3,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,58466.25,16198.8,1.038,2908.52,33.911,15305.415,251290.981,5.433,62650.0,0.2233844995498657,Solar,0.0,Solar
PA4_landbasedwind_class3_moderate_0,20,1,1,0.0,PA4,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,136181.0,1047.3,1.266,2071.75,27.067,7214.936,118457.964,1.778,128967.0,0.5611072182655334,Wind,0.05,Wind
PA4_landbasedwind_class3_moderate_1,20,1,1,0.0,PA4,LandbasedWind_Class3_Moderate_,1,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,138211.0,995.3,1.266,2881.0,31.553,9244.681,151783.208,2.815,128967.0,0.5012067556381226,Wind,0.05,Wind
PA4_utilitypv_class1_moderate_0,20,1,1,0.0,PA4,UtilityPV_Class1_Moderate_,0,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,51755.25,16747.0,1.038,7127.821,31.547,6357.975,104388.015,18.241,62650.0,0.22760771214962,Solar,0.0,Solar
PA4_utilitypv_class1_moderate_1,20,1,1,0.0,PA4,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,15207,0.0,0.0,0.0,0.0,1,Moderate,Class1,2040.5,765155.689,62880.75,16713.5,1.038,3736.542,36.804,21191.819,347936.538,7.215,62650.0,0.2199013382196426,Solar,0.0,Solar
SERC_landbasedwind_class3_moderate_0,21,1,1,0.0,SERC,LandbasedWind_Class3_Moderate_,0,1.0,0.0,0.0,29110,0.0,0.0,0.0,0.0,1,Moderate,Class3,2040.5,1230626.612,128393.0,45879.2,1.139,123931.75,37.121,12323.328,202329.785,2.767,116070.0,0.3841354548931122,Wind,0.05,Wind
